Acne,Dark Spots,Dry Skin,Oily Skin,Skin Redness,URL,
100,25,25,25,25,65406683812,
100,25,25,25,50,24211108211,
100,25,25,25,75,42515738379,
100,25,25,25,100,57515382882,
100,25,25,50,25,41189910815,
100,25,25,50,50,80887849664,
100,25,25,50,75,88077751866,
100,25,25,50,100,73391956055,
100,25,25,75,25,91313758544,
100,25,25,75,50,59094611257,
100,25,25,75,75,74142426385,
100,25,25,75,100,60939528140,
100,25,25,100,25,61040982861,
100,25,25,100,50,35379287869,
100,25,25,100,75,48118994696,
100,25,25,100,100,37397277381,
100,25,50,25,25,95230836889,
100,25,50,25,50,88260988152,
100,25,50,25,75,11579716493,
100,25,50,25,100,33573966169,
100,25,50,50,25,64046705713,
100,25,50,50,50,47461844679,
100,25,50,50,75,43880487843,
100,25,50,50,100,16042103739,
100,25,50,75,25,70972627504,
100,25,50,75,50,44953495438,
100,25,50,75,75,5460021616,
100,25,50,75,100,5543602445,
100,25,50,100,25,97510223494,
100,25,50,100,50,67338158524,
100,25,50,100,75,35883679813,
100,25,50,100,100,39403639428,
100,25,75,25,25,46894582963,
100,25,75,25,50,65997536788,
100,25,75,25,75,53469256586,
100,25,75,25,100,56345390258,
100,25,75,50,25,42235830708,
100,25,75,50,50,42217526425,
100,25,75,50,75,6476009791,
100,25,75,50,100,28295675600,
100,25,75,75,25,39585674162,
100,25,75,75,50,68321044693,
100,25,75,75,75,18042231904,
100,25,75,75,100,78817317580,
100,25,75,100,25,29430665592,
100,25,75,100,50,93965078103,
100,25,75,100,75,42025561093,
100,25,75,100,100,43603674340,
100,25,100,25,25,52003101894,
100,25,100,25,50,36330920296,
100,25,100,25,75,17336614957,
100,25,100,25,100,80883970161,
100,25,100,50,25,61826996740,
100,25,100,50,50,89996398427,
100,25,100,50,75,31305179598,
100,25,100,50,100,19262018588,
100,25,100,75,25,17546673880,
100,25,100,75,50,75734571256,
100,25,100,75,75,12302825124,
100,25,100,75,100,26803391926,
100,25,100,100,25,71479357990,
100,25,100,100,50,89816852825,
100,25,100,100,75,83567656690,
100,25,100,100,100,77218870,
100,50,25,25,25,97112920814,
100,50,25,25,50,79804547244,
100,50,25,25,75,15951028360,
100,50,25,25,100,60975394136,
100,50,25,50,25,30040526613,
100,50,25,50,50,35852555942,
100,50,25,50,75,14708303926,
100,50,25,50,100,22036878539,
100,50,25,75,25,1232744717,
100,50,25,75,50,42344766880,
100,50,25,75,75,57647937242,
100,50,25,75,100,93015838866,
100,50,25,100,25,33729125202,
100,50,25,100,50,71267503711,
100,50,25,100,75,51046169781,
100,50,25,100,100,74992577687,
100,50,50,25,25,95850404797,
100,50,50,25,50,5225872698,
100,50,50,25,75,44128085280,
100,50,50,25,100,35452401180,
100,50,50,50,25,96567653382,
100,50,50,50,50,52628289574,
100,50,50,50,75,43517153654,
100,50,50,50,100,9754358915,
100,50,50,75,25,51073272012,
100,50,50,75,50,56326781792,
100,50,50,75,75,46794919207,
100,50,50,75,100,81043654230,
100,50,50,100,25,24250824959,
100,50,50,100,50,98738290388,
100,50,50,100,75,55195658058,
100,50,50,100,100,81917068593,
100,50,75,25,25,10001482347,
100,50,75,25,50,22271209448,
100,50,75,25,75,56226099686,
100,50,75,25,100,63007325107,
100,50,75,50,25,59614985426,
100,50,75,50,50,44792716094,
100,50,75,50,75,85659676553,
100,50,75,50,100,72927765597,
100,50,75,75,25,91144974630,
100,50,75,75,50,6987754162,
100,50,75,75,75,44430916273,
100,50,75,75,100,43116098700,
100,50,75,100,25,83717808639,
100,50,75,100,50,91673548267,
100,50,75,100,75,20338173224,
100,50,75,100,100,30071404935,
100,50,100,25,25,1757854841,
100,50,100,25,50,46490353353,
100,50,100,25,75,27262037732,
100,50,100,25,100,51197851653,
100,50,100,50,25,82473776453,
100,50,100,50,50,80313467414,
100,50,100,50,75,30935608270,
100,50,100,50,100,3050249847,
100,50,100,75,25,84695431688,
100,50,100,75,50,64624598827,
100,50,100,75,75,80218633021,
100,50,100,75,100,97903026536,
100,50,100,100,25,97773693813,
100,50,100,100,50,35425121584,
100,50,100,100,75,57224626089,
100,50,100,100,100,11031036114,
100,75,25,25,25,32516335975,
100,75,25,25,50,63776517590,
100,75,25,25,75,52519052795,
100,75,25,25,100,55640038818,
100,75,25,50,25,27580111073,
100,75,25,50,50,18478985077,
100,75,25,50,75,50982064808,
100,75,25,50,100,4985982927,
100,75,25,75,25,69555148312,
100,75,25,75,50,17540214456,
100,75,25,75,75,26752216067,
100,75,25,75,100,51422888730,
100,75,25,100,25,96115349241,
100,75,25,100,50,75938721576,
100,75,25,100,75,38030569881,
100,75,25,100,100,68702836919,
100,75,50,25,25,29451449581,
100,75,50,25,50,17610462404,
100,75,50,25,75,73821602003,
100,75,50,25,100,95086253164,
100,75,50,50,25,9556354296,
100,75,50,50,50,1882861709,
100,75,50,50,75,85411455703,
100,75,50,50,100,69123521883,
100,75,50,75,25,75585164390,
100,75,50,75,50,41410963518,
100,75,50,75,75,29926873166,
100,75,50,75,100,65319905171,
100,75,50,100,25,20691884152,
100,75,50,100,50,97875058566,
100,75,50,100,75,10054389592,
100,75,50,100,100,40759914532,
100,75,75,25,25,18886609850,
100,75,75,25,50,32155145726,
100,75,75,25,75,77143806472,
100,75,75,25,100,94716987043,
100,75,75,50,25,9730095258,
100,75,75,50,50,5331303429,
100,75,75,50,75,58823512961,
100,75,75,50,100,70306500910,
100,75,75,75,25,58870508893,
100,75,75,75,50,51325386196,
100,75,75,75,75,87722326369,
100,75,75,75,100,7428625756,
100,75,75,100,25,56678897538,
100,75,75,100,50,30489170809,
100,75,75,100,75,50615835384,
100,75,75,100,100,96007643632,
100,75,100,25,25,31006941153,
100,75,100,25,50,48703084553,
100,75,100,25,75,28345977003,
100,75,100,25,100,4953546361,
100,75,100,50,25,30253169082,
100,75,100,50,50,52097879181,
100,75,100,50,75,73299488351,
100,75,100,50,100,83074253425,
100,75,100,75,25,5990998350,
100,75,100,75,50,9780252568,
100,75,100,75,75,22864990892,
100,75,100,75,100,24884775863,
100,75,100,100,25,43937136779,
100,75,100,100,50,10343897608,
100,75,100,100,75,13085567869,
100,75,100,100,100,31375061427,
100,100,25,25,25,63601595536,
100,100,25,25,50,49621685808,
100,100,25,25,75,74151141935,
100,100,25,25,100,17075919476,
100,100,25,50,25,25553639385,
100,100,25,50,50,36075513187,
100,100,25,50,75,24602092320,
100,100,25,50,100,4053738210,
100,100,25,75,25,78904848753,
100,100,25,75,50,23241676231,
100,100,25,75,75,49657956440,
100,100,25,75,100,63746319628,
100,100,25,100,25,90987750989,
100,100,25,100,50,41744962583,
100,100,25,100,75,33410679518,
100,100,25,100,100,63257546450,
100,100,50,25,25,44753572207,
100,100,50,25,50,82893343273,
100,100,50,25,75,53917269029,
100,100,50,25,100,57363033885,
100,100,50,50,25,63471999728,
100,100,50,50,50,59081761492,
100,100,50,50,75,83714617471,
100,100,50,50,100,30884118859,
100,100,50,75,25,78195222286,
100,100,50,75,50,7553173509,
100,100,50,75,75,37037798613,
100,100,50,75,100,4393898606,
100,100,50,100,25,95229878283,
100,100,50,100,50,54030407557,
100,100,50,100,75,92005986241,
100,100,50,100,100,12057923115,
100,100,75,25,25,79002654014,
100,100,75,25,50,3232086089,
100,100,75,25,75,83097527317,
100,100,75,25,100,2220821515,
100,100,75,50,25,50950331292,
100,100,75,50,50,12795118611,
100,100,75,50,75,58900565665,
100,100,75,50,100,52563538935,
100,100,75,75,25,41281652087,
100,100,75,75,50,77801907100,
100,100,75,75,75,45318231927,
100,100,75,75,100,95944280909,
100,100,75,100,25,95403412933,
100,100,75,100,50,36038272996,
100,100,75,100,75,11863007688,
100,100,75,100,100,28502878615,
100,100,100,25,25,59302239786,
100,100,100,25,50,23262601461,
100,100,100,25,75,8326413084,
100,100,100,25,100,26809944841,
100,100,100,50,25,49218537693,
100,100,100,50,50,54974351371,
100,100,100,50,75,11493127362,
100,100,100,50,100,15744047093,
100,100,100,75,25,43394874963,
100,100,100,75,50,1055575055,
100,100,100,75,75,9857548855,
100,100,100,75,100,30614203881,
100,100,100,100,25,93155266038,
100,100,100,100,50,89843277095,
100,100,100,100,75,73885017540,
100,100,100,100,100,31660381834,
